,Name,Extracted Name,Character Names
0,Godfather,"{'Michael Hagen Mama', 'Michael We', 'Mike Michael', 'Ext', 'Right Moe Moe', 'Michael Hurry', 'Michael Enzo', 'Moe Green', 'Woltz', 'Tessio You', 'Michael Ciao', 'Frank', 'Michael Tom Tom', 'Luca Brasis', 'Corleone Ill', 'Speak', 'Luca Brasi', 'Vitelli', 'Tom Michael', 'Palermo Michael', 'Sollozzo', 'Sicilian Michael', 'Michael Fabrizzio', 'Michael Mama Fredo', 'Tessio He', 'Kraut Mick', 'Khartoum', 'Paulie You', 'Michael Innkeeper', 'Dago', 'Carlos', 'Michael Ill', 'Lampone', 'Kay Al Capone', 'Tom', 'Appolonia Michael', 'Mccluskey Michael Lets', 'Michael Michael', 'Mccluskeys', 'Pea', 'Clemenzas', 'Michael Francis Rizzi Flash', 'Tom Tom', 'Michael You', 'Nightclub', 'Mike Mccluskey', 'Sonny Michael', 'Michael Sonny', 'Michael Gunfire', 'Sollozzo Find', 'Moe Buy', 'Rocco Lampone', 'Kay Kay', 'Mccluskey Phil', 'Connie', 'Kay Michael', 'Sonny Talk', 'Mccluskey', 'Strachi Cuneo', 'Michael Tom', 'Moe Greene', 'Roccos', 'Michael Sit', 'Paulie Paulie', 'Tom Hagen', 'Joseph Zaluchi', 'Michael Freddie', 'Whatsamatter Trigger', 'Ingrid Bergman', 'Consiglere Gencos', 'Country', 'Regime', 'Kay Connie', 'Michael Cut', 'Church Kay', 'Al Capone', 'Paulie Rocco', 'Michael Shhhh', 'Michael Carlo', 'Michael Kay', 'Hansel', 'Ill', 'Fredo Fredo', 'Michael Get', 'Ruffino', 'Johnny', 'Mike', 'Nazorine', 'Michael Listen', 'Virgil Sollozzo Don Corleone', 'Buick', 'Michael O S', 'Michael All', 'Villa', 'Genco', 'Fredo', 'Don Francesco Of L A', 'Michael', 'Explosion', 'Paulie', 'Strachi', 'Luca', 'Mike Sonny', 'Paulie Ill', 'Tattaglia', 'Louis Restaurant', 'Michael Tell', 'Amerigo Bonasera', 'Grandchildren', 'Francis Ford', 'Greaseball Goombahs', 'Michael Ext', 'Mama Connie Kay', 'Bruno Tattaglia', 'Don Corleone', 'Grandfather', 'Don Corleone Michael', 'Michael Hagen', 'Michael Visit Hour', 'Maid', 'Michael Goodbye', 'Pompeii', 'Michael Neri', 'Paulie Clemenza', 'Michael Corleone', 'Grandchilren', 'Mikey', 'Rocco', 'Ambulance', 'Kay Adams Kay', 'Don', 'Paulie Gatto', 'Moe', 'Church', 'Kay Ill', 'Waiter', 'Moe Mike', 'Luca Sollozzo', 'Corleone Nazorine', 'Corleone Hill', 'Michael O', 'Bruno Sonny', 'Michael Come', 'Hitler', 'Corleone Tom', 'Turk', 'Godson', 'Cmon', 'Michael Don Tommassino', 'Michael Don', 'Paulie Michael', 'Tessio', 'Those Pezzonovante', 'Johnnys', 'Sonny', 'Slowly Bonasera', 'Johnny Fontane', 'Bruno', 'Turns', 'Corleone', 'Michael Sonny Sonny Jesus', 'Hagen Mike', 'Khartoum Kartoum', 'Michael Vitelli', 'Kay', 'Luca Michael', 'Michael Mama', 'Easter'}","{""Lou - Sollozzo's Driver"", ""Luca Brasi's Assassin"", 'G.I.', 'Willi Cicci', 'Crowd', ""Sonny's Bodyguard"", 'Michael Francis Rizzi', 'Luca Brasi', 'Sollozzo', 'Extra in Wedding Scene', 'Don Victor Stracci', 'Pallbearer', 'Anthony Vito Corleone', 'Usher in Bridal Party', 'Clemenza', 'Vitelli - Sicilian Sequence', 'Jack Woltz', 'Connie', 'Rocco Lampone', 'Don Vito Corleone', 'Floral Designer', 'Capt. McCluskey', 'Sandra Corleone', 'Enzo the Baker', 'Moe Greene', 'Fruit Vendor', 'Boy at Wedding', ""Tom Hagen's Son"", 'Elena - Matron', 'Tom Hagen', 'Cuneo', 'Calo - Sicilian Sequence', 'Carlo', 'Boy on Street Who Attended Funeral', 'Sonny Corleone', 'Drunk', 'Mama Corleone', ""Cowboy on the Set at Woltz's Studio"", 'Mobster at Funeral with Barzini', 'Cop Outside Hospital', 'Nazorine', 'Night Nurse', 'Don Tommasino - Sicilian Sequence', 'Fredo', 'Street Extra', 'Lucy Mancini', 'Neri', 'Philip Tattaglia', 'Don Zaluchi', 'Baptism Observer', 'Bruno Tattaglia', 'Bonasera', 'Piano Player in Montage', 'Barzini', ""Sonny's Killer #1"", 'Michael Corleone', 'Wedding Party Guest', 'Theresa Hagen', 'Paulie Gatto', ""Clemenza's Son"", 'Policeman', 'Tony - Stablehand', 'Corleone Family Member', 'Extra in Hospital Scene', 'Kay Adams', 'Tessio', 'Fabrizio - Sicilian Sequence', 'Extra in Furniture-Moving Scene', 'Narrator of Theatrical Trailer', 'Johnny Fontane', 'Singer', 'Wedding Guest', 'Priest at Baptism', 'Apollonia - Sicilian Sequence', 'Mrs. Clemenza', 'Dancer in Wedding Scene', 'Toll Both Collector'}"
1,Shawshank Redemption,"{'Andy Pleasure', 'Floyd Smokes Put', 'Wiley', 'Floyd', 'Lawyer', 'Tier Norton', 'Jake', 'Ray Milland', 'Hadleys', 'Dumbfuck', 'Hal Dave Get', 'Rita Moonlight', 'Bob Bob', 'Brooks Hatlen', 'Robert Frost', 'Rory Hoo', 'Jake Int Wood', 'Thomas Williams Tommy', 'Jigger Shit', 'Jeez Louise', 'Poppa', 'Floyd Skeet', 'Andy Discuss', 'Buff', 'Bottom', 'Floyd Red', 'Andy Ext', 'Small', 'Pete', 'Rita Norton', 'John Chapter', 'Rooster Rooster Laugh Andy', 'Mrs Nortons', 'Pete Andy', 'Push', 'Noresby Marauders', 'Library Andys', 'Joe Heywood', 'Red Cmon', 'Rita Hayworth', 'Ai', 'Mert Entwhistle', 'Quickie', 'Int Brooks', 'Sos', 'Rory Tremont', 'Ecstasy', 'Bog', 'Tommy Tomny', 'Robert Louis Andy', 'Bull', 'Say', 'Young', 'Warden Norton', 'Wileys', 'Tommy Smart', 'Andy Red', 'Angle', 'Female Teller', 'Dufresne', 'Mozart Le Nozze De Figaro', 'Racquel Smiles Pull', 'Zip Lock', 'Mm', 'Proud', 'Haig Haig', 'Shawshank', 'Andy Smile', 'Ernie', 'Ill', 'Peter Stevens', 'Pete Verness', 'Tommy', 'Jake Andy', 'Andys', 'Jerry Lee Lewis Red V O Tommy Williams', 'Tommy Cmon', 'Brooks', 'Dear Warden', 'Yuh', 'Sam', 'Thomaston', 'Bluer', 'Peter Stevens Red', 'Sunshine', 'Jigger Cmon Brooksie', 'Tommy Ill', 'Haig', 'Hadley First', 'Cons', 'Mexicos', 'Ned', 'Mozart', 'Rory Warden', 'Leonard', 'Heywood Cmon Be', 'Sceni Cruiser', 'Beth', 'Mert', 'Floyd Gettin', 'Restroom', 'Williams', 'Listen Wait', 'Louis Lamours', 'Crazy', 'Andy Andy', 'Byron Hadley', 'Bronze Star', 'Uncle Sam', 'Tommy Williams', 'Floyd Takin', 'Wet', 'Wall', 'Bob', 'Grab', 'Andy', 'Mr Stevens', 'Mrs John', 'Maisie', 'Hadley Ambulance', 'Andy Place', 'Racquel Int', 'Hadley', 'Frank Darabont', 'Bogs Diamond', 'Zihuatanejo Red', 'Bag', 'Tommy Andy Red', 'Andy Bogs', 'Andy Thank', 'Lay', 'Glaring Haig', 'Dollying Tommy', 'Racquel Welch', 'Marilyn Monroe', 'Hadley Dumbshit', 'Stevens', 'Movin', 'Cmon', 'Tommy Warden Norton', 'Andy Red V', 'Andy Dufresne', 'Erle Stanley Gardners Every', 'Luke Chapter', 'Deutino Che', 'Rory Smells', 'Bogs', 'Exultant Triumphant', 'Brooks Goddamn', 'Racquel', 'Ext Beach', 'Kennedy', 'Hadley Fuckin', 'Crush', 'Warden', 'Hadley Tommy', 'Nothin', 'Jigger Comin', 'Andy A', 'Footsteps', 'Aint', 'Hank Williams', 'Jigger', 'Glenn Quentin', 'Jigger Watch', 'Warden Nortons', 'Sweet Jesus', 'Noise Brooks'}","{""Andy Dufresne's Wife"", 'Laundry Bob', 'Fat Ass', 'Floyd', 'Ballin Mundson', '1954 Food-Way Manager', 'Captain Hadley', 'Guard Trout', 'Bogs Diamond', 'Bank Teller', 'Hungry Fish Con', 'Duty Guard', 'Bank Manager', 'Head Bull Haig', 'Police Officer', 'Convict', 'Warden Norton', 'Heywood', 'Yard Inmate', 'Brooks Hatlen', '1957 Parole Hearings Man', '1946 D.A.', 'Ned Grimes', 'Andy Dufresne', 'Old Man on Bus', 'Traffic', 'Fresh Fish Con', 'Laundry Truck Driver', 'New Fish Guard', 'Laundry Leonard', 'Man Missing Guard', 'Tyrell', '1967 Parole Hearings Man', '1946 Judge', 'Projectionist', '1967 Food-Way Manager', 'Ernie', 'Snooze', 'Guard Dekins', 'Guard Wiley', 'Moresby Batter', '1954 Landlady', 'Mail Caller', 'Guard Mert', 'Gilda Mundson Farrell', '1947 Parole Hearings Man', 'Bugle Editor', 'New Fish Con', 'Hole Guard', 'Pete', 'Elderly Hole Guard', 'Inmate II', ""Ellis Boyd 'Red' Redding"", 'Tommy', 'Elmo Blatch', '1957 Parole Hearings Guard', 'Jigger', '1954 Food-Way Woman', 'Glenn Quentin', 'Con', 'Bullhorn Tower Guard', 'Inmate', 'Guard Youngblood', 'Skeet', '1966 D.A.', 'Rooster', ""Robin - Andy's Waitress""}"
2,Schindler's List,"{'Clerk Good', 'Lena Schindler', 'Goeths Adler', 'Amon', 'Podgorze', 'Slap', 'Amon Goeth', 'Sigmund Lists', 'Schindlers', 'Emilie', 'Madritsch', 'Oberstrumfuhrer', 'Szerwitz', 'Wail', 'Kunder Sergeant Kunder', 'Hoss', 'Kennkarte', 'Schinder', 'Schindler Ill', 'Von Suppe Goeth', 'Sterns', 'Int Nightclub', 'Itzhak Stern Schindler', 'Goeth Schindler', 'Klonowska Goodbye', 'Annoyed Goeth', 'Gestapo', 'Schindler', 'Rasch', 'Liepold He', 'Goeth Hujar', 'Scherner', 'Tight', 'Scherner Schindler', 'Int Brinnlitz', 'Calmly', 'Leo', 'Wine Girls Schindler', 'Mrs Schindler', 'St Marys', 'Goeth Knude', 'Oskar Schindler Int', 'Stern Schindler', 'Canon Law', 'Hans Frank', 'Janek', 'Hujar', 'Neither Schindler', 'Oskar Schindler', 'Mila Pfefferberg', 'Strauss', 'Oskar', 'Goldberg', 'Ill', 'Schindler Liepold', 'Milas', 'Mammi', 'Leo Rosner', 'Commandant Liepold', 'Herman Toffel', 'Klonowska', 'Schindler Schindler', 'Toffels', 'Kiddush', 'God Goeth', 'Henry Rosner', 'Brinnlitz', 'Leo This', 'Clerk Executor', 'Goldberg Goeth', 'Stern Oskar', 'Goeth Sweeps', 'Rosner', 'Max Redlicht', 'Max', 'Brahms', 'Name', 'Steinberg Chilowitz', 'Czurda Schindler', 'Hohne', 'Leo John', 'Eventually Janek', 'Amon Goeth Be Arrest Again', 'Careful Pfefferberg', 'Stern Mr Lowenstein', 'Dismounting Schindler', 'Goeth', 'Arm', 'Schindler Int', 'Schindler Mercedes', 'Really Schindler', 'Auschwitz Commandant', 'Hang', 'Pfefferberg', 'Stern Oskar Schindler', 'Pens', 'Emilie Schindler', 'Torah', 'Untersturmfuhrer Amon Goeth', 'Winston Churchill Int', 'Hilo', 'Untersturmfuhrer Goeth', 'Scherners', 'Liepold', 'Day Schindler', 'Commandant Goeth', 'S Schindler', 'Waiter', 'Goeths', 'Regina Perlman', 'D Ill', 'Kuhnpast', 'Schindlers Mercedes', 'Untersturmfuhrer Jose Liepold', 'Typewriter Keys', 'Mila', 'Hitler', 'Sonderkommandos', 'Pferdchen Mommy', 'Keys', 'Checkbook', 'Metal', 'Clerk', 'Untersturmfuhrer Liepold', 'Oskar Czurda', 'Morning Goeth', 'Henry', 'Stern Ill', 'Knude', 'Silence Schindler', 'Handcards', 'Clerk Sergeant', 'Gestapo Clerk', 'Morning Amon Goeth', 'Elsa Krause', 'Rudolf Hoss', 'Shapes', 'Mr Goeth', 'Eisenhower', 'Clerk Klaus Tauber As Schindler', 'Nothings', 'Emilie Wine', 'Pfefferberg Mila Pfefferberg'}","{'Majola', 'Gestapo Clerk Klaus Tauber', 'Wilhelm Kunde', 'Black Marketeer', 'Amon Goeth', 'Ghetto Man', 'Diana Reiter', ""Goeth's Girl"", 'Clerk at Depot', 'Dieter Reeder', 'Depot Master', 'Itzhak Stern', 'Josef Liepold', 'Pankiewicz', 'Gestapo', 'Bosch', 'Mrs. Nussbaum', 'Rolf Czurda', 'Clara Sternberg', 'Border Guard', ""Nightclub Maitre d'"", 'Poldek Pfefferberg', 'Old Jewish Woman', 'Julius Madritsch', 'SS Waffen Man', 'Club Singer', 'Albert Hujar', 'Ingrid', 'Brinnlitz Priest', 'SS Waffen Officer', 'Prisoner at Depot', 'Mr. Nussbaum', 'Ghetto Old Man', 'Dolek Horowitz', ""Toffel's Secretary"", 'Plaszow Jewish Girl', 'Young Worker', 'Dancer', 'SS Guard Zablocie', 'Oskar Schindler', 'SS Sgt. Kunder', 'Montelupich Prisoner', 'Mila Pfefferberg', 'Wilek Chilowicz', 'Lisiek', 'Garage Mechanic', 'Chaim Nowak', 'Young Woman', 'Leo Rosner', 'Herman Toffel', 'Rabbi Menasha Levartov', 'Dr. Josef Mengele', 'SS NCO Zablocie', ""Czurda's Girl"", 'Polish Girl', 'SS NCO - Ghetto', 'Investigator', 'Henry Rosner', 'Helen Hirsch', 'Man in Pharmacy', 'Chaja Dresner', 'DEF SS Officer', 'DEF Guard', 'Red Genia', 'Gestapo Brinnlitz', ""Scherner's Secretary"", 'Nuisa Horowitz', 'Juda Dresner', 'Grun', 'Leo John', 'Chicken Boy', 'Rudolph Hoss', 'Investor', 'Russian Officer', 'Engineer Man', 'Rebecca Tannenbaum', 'Woman', 'Emilie Schindler', 'Frantic Woman', 'Boy', 'Irrational Woman', 'DEF Foreman', 'Brinnlitz Guard', 'Manci Rosner', 'Mordecai Wulkan', 'Josef Bau', 'Ghetto Doctor', 'Little Jewish Boy', 'SS Bureaucrat', 'Ukrainian Guard', 'Waiter', 'Regina Perlman', 'Brinnlitz Man', 'Treblinka Commandant', 'Danka Dresner', 'German Clerk', 'Plaszow Depot SS Guard', 'NCO Plaszow', 'Mr. Löwenstein', 'Plaszow SS Guard', ""Czurda's Secretary"", 'Ghetto Woman', 'Doorman', 'Self - Schindler Mourner', 'Marcel Goldberg', 'Wiktoria Klonowska', 'Jewish Boy', 'Mietek Pemper', 'Brinnlitz Girl', 'Stable Boy', 'Dr. Blancke', 'Montelupich Colonel', 'Auschwitz Guard', 'O.D.', 'Maria Mischel', 'Worker in Factory', 'Ghetto Girl', 'Julian Scherner', 'German Girl'}"
3,Raging Bull,"{'Jack Jake', 'Jake Get Everyone Out Of', 'Jake Tony', 'Jake Hi Tommy', 'Jake', 'Vickie', 'Daisy Maes', 'Nah', 'Cmon Tommy Tommy', 'Tony Janiro Vickie', 'Jackie You', 'Jake Vickie', 'Joey Get', 'Frank Sinatra', 'Jake Whadda', 'Jake Valentines Day', 'Eddie Eagan', 'Jake Jake Cmon Joey Joey', 'Louis Win', 'Jake Hey', 'Jake Lamotta', 'Jake Tryin', 'Salvy', 'Eagan Ok', 'Jake Hi', 'Tony Ill', 'Charles Atlas', 'Sugar Ray', 'Jake Joey', 'Jake Nah', 'Joey Ya', 'Jake Fuckin', 'Jake He S', 'Sandy', 'Laurent Dauthuillle', 'Bob Satterfield', 'Jake Any', 'Louis', 'Young', 'Jake Come', 'Bull', 'Vickie Jakes', 'Copa', 'Jake He', 'Billy Fox', 'Jake Answer', 'Bronson', 'Lou Handler', 'Queer', 'Joey Cmon', 'Sugar Ray Robinson', 'Jake Cmon', 'Salvy Tommy Como', 'Champ Pimp', 'Charlie You', 'Williams Int', 'Mm', 'Mrs Lamotta', 'Jack', 'Charlie', 'Ill', 'Jake Tommy', 'Patsy Ill', 'Tommy Como', 'Louis Jordon', 'Bohemia', 'Tommy', 'Clenches Unclenches', 'Joe Louis Come', 'Jake Watch', 'Whataya', 'Lil Abner', 'Jake Good', 'Sugar Rav', 'Joey', 'Patsy', 'Mario Vickie', 'G Reprise', 'Tommy Bell', 'D Reprise', 'Robinson', 'Joey Vickie', 'Shakespeare', 'Jake Just', 'Johnny Lets', 'Marlon Brando', 'Ma', 'Vickie Vickie', 'Joey Salvy', 'Jake Look', 'Jake Lamota', 'Jackie Curtie', 'Williams', 'Older Couples', 'Jake Believe', 'Jimmy Reeves', 'Tony', 'Lana Turner', 'Tony Janiros', 'Whatcha', 'Eagan', 'Joe Louis', 'Frankie', 'Eagan Billy Fox', 'Dauthuille', 'The Lower Depths', 'Joey You', 'Jake Lamottas Int', 'This Janiros', 'Tony Janiro', 'Jake Shut', 'Joey I Wish Joey', 'Patsy Get', 'Jake Be', 'Janiros', 'Int Jakes Pelham', 'Sugar Kill', 'Linda', 'Bing Crosby', 'Joe Joe', 'Charlie A', 'Jake Both Guards', 'Eagan You', 'Jake Whew', 'Jake Aw', 'Jake Contd Miamis', 'Vickie You', 'Cmon', 'Sinatra', 'Janiro You', 'Comedian Ladies', 'Eagan Tony Janiro', 'Nothin Salvy', 'Jake Never', 'Bud Schulberg', 'Jake Go', 'Ext Jake', 'Lamotta', 'Jakes Pov Salvy Frankie', 'Janet', 'Meyer Lansky', 'Jake Contd', 'Jake Jake', 'Jake Ai', 'Jake You'}","{'Heckler in Bar', 'Charlie - Man with Como', 'Sailor at Ballroom', 'Girl #1', 'Musician #1', ""J.R.'s Friend"", 'Underage I.D. Girl', 'Soda Fountain Clerk #2', 'Ring Announcer - First Robinson Fight', 'Cornerman #1 - Cerdan Fight', 'Ricky', 'Referee - Third Robinson Fight', 'Boxing Fan', 'Musician #2', ""Emma - Miss 48's"", 'Webster Hall Bouncer', 'Bartender Carlo', 'Soda Fountain Clerk', 'Woman with Vickie - Cerdan Fight', 'Eddie Eagan', 'Ring Announcer - Second Robinson Fight and Dauthuille Fight', 'Audie Murphy', 'Irma', 'Woman in Cab', 'Ring Announcer - Janiro Fight', 'Arresting Deputy #2', 'Reporter', 'Vickie La Motta', 'Man at Webster Hall Table', 'Salvy', 'Girl #2', ""Reporter at Jake's House"", 'Ring announcer - Third Robinson Fight', 'Lenore', ""Dauthuille's Trainer - Dauthuille Fight"", 'Prison Guard #2', 'Bouncer at Copa', 'Trainer - First Robinson Fight', 'Referee - Second Robinson Fight', 'Mall Patron', 'Monsignor', 'State Attorney Bronson', 'Ring Announcer - Cerdan Fight', 'Prison Guard #1', 'Dancer', 'Marcel Cerdan - Cerdan Fight', 'Comedian', 'Photographer', 'Heckler - Fox Fight', 'Tommy Como', 'Referee - Cerdan Fight', 'Johnny', 'Guido', 'Party Dancer', 'Joey', 'Patsy', 'Referee - Reeves Fight', 'Bar Hand', 'Patron at Nightclub', 'Toppy', 'Self - Third Robinson Fight Announcer', 'Sugar Ray Robinson - First Robinson Fight', 'Detroit Promoter', 'New Yorker', 'Woman with I.D. Girl', 'Dauthuille Corner Man - Dauthuille Fight', 'Jackie Curtie', 'Ring Announcer - Reeves Fight', 'Police officer', 'Dr. Pinto', 'Referee - Dauthuille Fight', 'Restaurant Doorman', 'Self - Radio Announcer for Dauthuille Fight', ""Jake's Daughter"", 'Reporter at Phone Booth - Dauthuille Fight', 'Tony Janiro - Janiro Fight', 'Fighting Soldier - Reeves Fight', 'Mario', 'Referee - Fox Fight', 'Barbizon Stagehand', 'Linda', 'Jeweler', 'Man Outside Cab', 'Ring Announcer - Fox Fight', 'Billy Fox - Fox Fight', 'Mrs. Bronson', 'Laurent Dauthuille - Dauthuille Fight', ""Maitre 'D"", 'Jimmy Reeves - Reeves Fight', 'Cornerman #2 - Cerdan Fight', 'Referee - Janiro Fight', 'Jake La Motta', 'Referee - First Robinson Fight', 'Janet', 'Bodyguard', 'Boxing Match Spectator', 'Copa Waiter', 'Cornerman', 'J.R.', 'Arresting Deputy #1', 'Joe Louis - Cerdan Fight', 'Man at Table #1', 'Musician #3', 'Beansy'}"
4,Casablanca,"{'Ilsa Kiss', 'Berger', 'Rick', 'Herr Rick We', 'Rick Ugarte Rick', 'Ho', 'Russian Carl', 'Rick Oh', 'Rick Mademoiselle', 'Lund', 'Yvonne Rick', 'Herr Rick Sacha', 'Rick Do', 'Rick Ill', 'Monsieur Blaine', 'Reich', 'Wacht', 'Ilsa Richard Richard', 'Jan Rick', 'Monsieur Au', 'De Gaulle Can', 'Ilsa Laszlo', 'Louis The', 'Reich Rick', 'Mademoiselle Ilsa', 'Veuve Cliquot', 'Sam Ilsa', 'Richard Rick', 'Ferrari Signor Ferrari', 'Ilsa Play', 'Richard Victor', 'Laszlo', 'Rick Ilsa', 'Louis Ill', 'Rick Put', 'Enjoy', 'Rick Ugarte', 'Gestapo', 'Jan', 'Rick Goodnight Rick', 'Abdul', 'Ilsa Put', 'Ilsa Say', 'Blaine', 'Ilsa Rick', 'Signor Jan', 'Louis', 'Marseilles', 'Marseilles Rick', 'Rick Goodnight', 'Sam Rick', 'Monsieur Rick Monsieur Rick', 'Leuchtag Liebchen', 'Rick Shut', 'Liberte', 'Monsieur Rick', 'Ilsa Captain', 'Yvonne Sacha German', 'Strasser', 'Mrs Leuchtag', 'Rick Carl', 'Cointreaux', 'Richard Blaine American Age', 'Ill', 'Rick Laszlo', 'Louis Renault', 'Rick Signor Ferrari', 'Goodnight', 'Casablanca', 'Ilsa Raindrops', 'Sacha Fill', 'Signor Ferrari', 'Monsieur Rick Rick', 'Carl European', 'Rick Go', 'Ricky Renault', 'Mademoiselle Renault', 'Tonelli', 'Sam', 'Levantines Naval', 'Rick Sam', 'Herr', 'Sam Boss Rick', 'America Rick', 'Rick Stay', 'Leuchtag Frau Leuchtag', 'Berger Ugarte', 'Oran', 'Monsieur Rick Strasser', 'Victor Laszlo', 'Rick Will', 'Heinrich Strasser', 'Laszlo Ilsa', 'Carl Carl', 'Richard', 'Blaine Rick', 'Rick They', 'Rick Heres', 'Angriff', 'Oran Murderer', 'Rick Get', 'Rick Renault', 'Sam Sam', 'Ilsa Richard Victor', 'Lieutenant Casselle', 'Ilsa Ten', 'Ilsa Richard', 'As Time Go', 'Carl', 'Sacha', 'Rick Louis', 'Seine Rick', 'Casselle', 'Ilsa Ilsa', 'Baby Face Rick', 'Signor Ugarte', 'Herr Rick Rick', 'Sam Play', 'Rick Just', 'Cheerio Carl', 'Waiter', 'Rick Goodbye', 'Heinrich Strasser Strasser', 'Yvonne', 'Leuchtag Carl', 'Rick One', 'Rick Not', 'Ricky Rick', 'Ilsa Ilsa Play', 'Berger Berger', 'Rick Yvonne', 'Sam Ferrari', 'Rick Major', 'Sam Boss', 'Ilsa Ill', 'Abdul Abdul', 'Ilsa', 'Rick Rick', 'Rick Ferrari', 'Renault Rick', 'Rick Come', 'Shouts Halt', 'Ilsa Goodnight', 'Rick Then', 'Monsieur Rick Ilsas', 'Heinze', 'Rick Ext', 'Ferrari', 'Ilsa Lund', 'Rick Sam Boss', 'Marseillaise', 'Rick Jan', 'Victor', 'Rick Tonight', 'Herr Heinze', 'Bois', 'Louis Nobodys', 'Je'}","{'Arab Vendor', 'Berger', ""Gambler at Rick's"", 'Pickpocketed Prosperous Man', 'Overseer', 'Bartender', 'Conspirator', 'Prosperous Tourist', 'Singer with Guitar', 'Police Officer', 'Sascha', 'Wife of Pickpocketed Englishman', 'Emile - Waiter', ""Emil - Croupier at Rick's"", ""Bouncer at Rick's"", 'Orderly', 'Muezzini', ""Oriental at Rick's"", 'Man Turning Propeller at Airport', 'Merchant', 'News Vendor', 'Singing Frenchman', ""Mrs. Leuchtag - Carl's Immigrating Friend"", 'Abdul', 'French Police Officer', 'Major Heinrich Strasser', 'Woman Selling Her Diamonds', 'Gendarme', ""Baccarat Player at Rick's"", ""Refugee at Rick's"", 'Rick Blaine', ""Guest at Rick's"", 'Bar Patron', 'Arab', 'French Soldier', 'Woman Companion', ""Englishman Questioning Casino's Honesty"", 'Elderly Admirer', 'American', 'Woman on Street', 'Native Introducing Ferrari', 'Englishwoman', ""Dealer at Rick's"", 'Man on Street', 'Signor Ferrari', 'Annina Brandel', ""Second Contact Man at Rick's"", 'Native Officer', 'German Banker Refused by Rick', 'Fydor', 'Arab Guest with Fez', ""Paul - Waiter at Rick's"", 'Sam', 'Man with Expired Papers', ""Cashier at Rick's"", 'Victor Laszlo', 'Gambler', 'Captain Louis Renault', 'Commuter at Train Station', 'Ugarte', 'Customer', 'Haggling Arab Monkey Seller', 'Concierge', 'Pickpocketed Englishman', 'Carl', 'Frenchman', 'Dutch Banker at Cafe Table', ""Patron at Rick's Cafe"", ""Col. Heinz - Strasser's Aide"", ""Waiter at Rick's"", 'Moroccan', 'German Officer with Yvonne', ""Rick's Friend"", 'Pickpocket', 'Lt. Casselle', 'Mr. Leuchtag', 'Policeman', ""Baccarat Dealer at Rick's"", 'Officer', 'Moor Buying Diamonds', 'Waiter', 'Yvonne', 'Croupier', 'Moroccan Boy', 'German Officer', 'Jan Brandel', 'Woman Customer', 'French Officer Insulting Yvonne', 'Narrator', 'Singer', 'Waiter at the Blue Parrot', 'Italian Officer Tonelli', 'Vendor', 'Ilsa Lund', ""Headwaiter at Rick's"", 'Refugee'}"
